address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,voting_power,timestamp,author_ipfs_hash,reason
0x9e47FBb2a2A27B3b02E4a63b3eF5A3dC863c0223,,,,,,1,3.4845112115157266,1700751934,bafkreiekcyopavt2umx5dfqp2zjfiejtqkbm44e3tvcggeia5cbscjqkya,""
0x3D38D6bFA3405d8ad870Da881D3CC5F03aeE4ff4,,,,,,10,22.971109919463764,1700751998,bafkreic7cskdmkn2bxoaket5v5psoialer3u3aryibwrh3f77yad3kw3ty,""
0xD95E65d9A38ce96BE9caa71ca7576294cD3562dA,,,1,1,1,,229.145938292652,1700753083,bafkreigjyngis4a3kriotgjgvevmgfcj45vomwj2s6ua64nkaewbckrddm,"voting to this 3 experencied and passionate moonbeam chads"
0x39f9dBe4a60b5F017d95889eF9DC50B58cC543cA,1,,,,1,,759.8252264584731,1700753517,bafkreiamcx4pa5oqucm4qt5uyhf3fpk5obhquadxhce7nobll45wqi7shm,""
0x952ea8AC9A65fCACf9CE57CC0797726962C7b614,,,,,1,,3.476103010963154,1700753640,bafkreiey4sibd7r66mmuuzamhuk5mgx36ff5xumvtb5f5bh2gkomh64wru,""
0x5d1F4F1E99a9d0866Be15d7300b9ac2970E232D4,,,,,1,,2.980331846825904,1700754019,bafkreif2bovkztcjvm34ksinqleq3umd4a7ecaikl3exorrh2esjxgtvzm,""
0x35DbbECd845bd33e934B4049A9E252C1aba9B8DF,1,,,,,,0.20348312276170677,1700754025,bafkreiggval3pwschwe7kn6lgtpkoje2ntzwlm5jukbnyscxfk3gqhjnt4,""
0x11fB44b028cDDCCA57444C8CD536F6d08E6d6B41,,1,1,1,1,,1488.8777553390264,1700754150,bafkreidknxry7vyn4w2jsh3spncgurwt76uies2roy2tqpp56vkswgb6gm,""
0xFD5BE9a052b60d642a9968302bE63c489F24B0C1,,,,,1,,2561.0014993986706,1700754201,bafkreigjlduuvquhrsiemzemz5q636krmfbp5wgydm26nnn6fbzde4bysq,""
0xA495c2d6175f99ed94Cc1D89B1b9C181562a525D,,1,1,1,1,,12.39792156664021,1700754245,bafkreiar4x7upkw6dljrvm5b5wbsmo7bxe742jxzz6pwnuimwqsg3ho7za,""
0xCe37974Df91bb61Db5451047ff01bD7C06B57615,,,,,1,,1.99,1700754341,bafkreibyeu524z373nqltzptufycys7dxhmzutd6j7yqvvjjgsiogmkaqu,""
0xD0a4f1BE6EA0AeDde2d7BEA62925CBa7eA10648e,,,,,1,,60.9997261384421,1700754749,bafkreihcknx46schqjlnouygzlsf2z6yaq36fp46adm34nk4supog5fwde,""
0xEA8e59267b3796238Ba840764048CfF1dEdf6b21,,,,1,,,0.0756371705279286,1700754806,bafkreibcjubv6tsflseudutlqoodwc7kcq7duuv3dsgo3a66shx5z2tksa,""
0xCcd95A8638306f7Bf6840280fa82354278AA8b5F,1,,,,,,41.24851353037601,1700754837,bafkreibbybrydlhil7ndzd4qmwi3iklf7tfgud5le6kfnr2frqdeqryt74,""
0xBFA0cc854B31031a608c10e3aBc41b194dfc2C9A,,,50,,50,,766339.4318545728,1700755336,bafkreifluhaxtsnemfao6bq7363wlpuofoiwfc2qlc56ltgz5c2k3lzw5u,""
0x7d975Bddf2a5BC3F21503E46B179bB360206F83C,,,,,1,,16.561421967231375,1700756341,bafkreibwuqpeky6dxapixd5gkusqnnebvcfhjghytidkh4eyruhcfuec34,""
0xD8251F18E25Da51C4df0418CD9B2634bD6B24678,,,1,,1,,3.054182835948515,1700756454,bafkreibbafgv5bl6vrzntv6vx4bfoimbjcla4ksrplrn6rrclncr54lbqu,""
0x59E45131e64bf57E71FE8C86421664337f28E9aB,,,1,1,,,11715.95271528884,1700757198,bafkreibzux44cjjux3nrg7ndybiobi7ljjm33bz6dvrjrjt3l7agwwy6cy,""
0xD5B699073D395991f23de3dD6AE8b3B0E9B398a9,,,1,,,,0.6440489725336986,1700757306,bafkreieibckrjvhyobptxzpnp7cnpz3d2d6jpktfgegxq2mp4nbj6zvgle,""
0xfC1d250C37864e2F6313635d7A448bE76A3707D0,,,,,1,,7251.998974809906,1700757694,bafkreieu375cj7sbuzqe4p3r2liowq5qvryq5fpxsnctoexin2iwsqmbve,""
0xc5f705cA8f70acc5F3d3DB9636558102f528A475,,,,,1,,112.57867727778387,1700758199,bafkreia7sscn4n2tnpww7wzkrlnowz6lmmkqvehf3t5tq6qwgpugfzrrzy,""
0xE3E6D2A6218d653a506DEFa39e26496ab94e7F6d,,,1,,1,,96.26148832291996,1700758797,bafkreia57w7mqk4anl4le2353ikxofxqhhecwhuoxt57733boe4557y24i,""
0x752a1ec2358082D1e648e4FdaCcc41d321d9Ff6B,1,,,,,,0.9845494362270741,1700759141,bafkreievfos3pjiq65kgcs6wccsm3rykal2hhveof5b26kudzpfc26cvv4,""
0xF0f3dc66756b84Afbbb56e0f820f2831c59f057A,,,0.5,,,0.5,4499.585328978045,1700759202,bafkreibzbq25fcibix4kzky56vhoqdjitxlhkfngtjhnjoypsahqcucdwe,""
0x8c6fDBca2070590D7f2cE5b2c1ED1C305D968E5D,,,1,,,,1519.6449725372258,1700759306,bafkreih63uf2dcve6t2lnxk5gm4uqozraznkscce2fzb5wycclx7ivrrba,""
0x703B6e7D10f9Ab127bcFCb2dD9985b6b24BA1152,,,,,1,,108.09812073274787,1700760048,bafkreiengftk7rwvdaxq2dwccxwwnrc23y4ifvylfautcyhwq66vfjbsoe,""
0x228577FC5E513a11deEC05E0E4bEA36448B1dcb2,,,6,,6,,0.001559511207913,1700760403,bafkreihj2z24awat4svkmz5vvyrmp337zxzcyet4x7ybvanjfrkk7epenu,""
0x5803879dc2871FF5B079Bb4C41601c8789CA4f8C,,,,,1,,195.56564705355225,1700760414,bafkreieubymtrebbc6c2ss2w2bnvvig4enlglqusscwt6uhjvjf4voccgi,""
0x3f3A1aa0585010b73335790992C50CE7c44dD1a4,,,1,1,,,17.927663529971586,1700760595,bafkreieaez2mx7trf4wab3gy3mdbqcufqd7wlvtmxa3v5ovijqgusptgue,""
0x7C68B86783E6eE109714144C49a9553058aB6085,1,2,3,1,1,2,2.6483791351380668,1700760704,bafkreieas3cvppkppk2zelk6737xelw2sx7alemmknqxngw4jjgn65fcwa,""
0xABCce04E7BCd87f4616e115Ca9b2638c18F6C89b,1,1,1,1,1,1,23.721460526493686,1700760736,bafkreihzp5exta6a5iew6slxidw3li2tn5ajlhaw3zkqcgayhb75bkulya,""
0x2A8960b549F1fC9b5dCC247F2bBDB9A0bB2D638C,,1,,,,,16674.52330715424,1700760739,bafkreififox7sdi3gu5zjfyj35gwlxmbscnehno2bz64uwe3guuxjiavve,""
0x3A6dE3D2eEA38C6d806ca7a0924D80C85994cE16,,,,,1,,9458.270833054265,1700760963,bafkreign73whin4lvjnxpan7tyi6w6ugpvoqswryuk24i53cf2jkpidsbm,""
0x2a2E0A833672C703A435bE0b42AB6f075bCD3b0c,,,1,,1,,5.220550442626861,1700761052,bafkreibidqxbruu75n5hmlzcfzh23u7yzckgvkb7nn2urjudymoasjg4ku,""
0x2ac2dC3Ff68f5E77281515D51E029020d4B16AcA,1,,2,1,3,1,0.000525,1700761431,bafkreifbghglel2r4jirz2t5ieqpba6pt42m7on6prl2bq27nmaawlanme,""
0x2206c2BB68b7ee9521e19115C00394f086C9DdAB,,,,,1,,4.489449707648175,1700761615,bafkreih3s3fee5qox2amwpfux3jmi276rq2irbyc3qxtzfn64xlbtrp75q,""
0xCf883a0b83792a4d379732f2857D3c5c04251968,,,1,1,1,,1.8621898328153288,1700762329,bafkreick5uhgnvbobhxgt4su4wsgh32trsck4h43fih7pqoipxwjoyct5a,""
0xED412d4A54cFD60Dd6b46E3892bE0fa9a343A6A4,,,,,1,,83.02170521553501,1700762809,bafkreieky4os5ywz47kbvxppwh6we2wqlro5b3keazahyujdgpwkqj3ucy,""
0x23745E90a24348cD0C6dd78fEd73cb0a049C90B0,,,,,3,,5.352019501382017,1700762950,bafkreifzloshmccg26ihwyhh4fmogpy4qcec7glfxckwxvklluetwy5jnu,""
0xB9Cad56E7214199805F57a620652F2E4F610880c,,,,,1,,2.978711423901059,1700763020,bafkreih2boomwhddtbylzoi67zaz4bkrg3zjc72kaj5amlvsnblalzluv4,""
0x76F34d1a4535241eC054b49d969bdB37F444eb38,,,,,1,,12.14651485435224,1700763361,bafkreiabl7avtnujxsxq5i5mqdpaltcie43xui64vavqsl4fnt77t332wi,""
0x8fCa282ff0b3624Df6e84Ba24a297186021BeDc8,,,,,,1,52894.618852822816,1700763522,bafkreifjglofwblnatjttpzh2ztnxjsi7qci646tuxkgpgkjdejlxwtfkq,""
0x0A65D9bF28A81fcB8bADE1dE83F671Ea54033bA4,,,,,,1,7757.713363070718,1700763597,bafkreid5rmr75cudfsuwrs4girervsplnl3uyikodghlgcr6qn3eomvcrm,""
0x2e2c78A4f76C6cf8Fb879323DC4Ee7b918ACbcDC,,,,,,1,6642.909501985276,1700763637,bafkreiau7rvprnkedmiibxxizrbkasvqancxizo4tm7w5d63mlxxiiqwku,""
0x73b0d4b2507f867C3ECf567128A2265B084D918c,,,,,,1,59.582034538152975,1700763683,bafkreiexig3pfitbdli4bm5fyqh53ujfjqfb6blf3nnia2dmv6qi7ucl6i,""
0x811a0B6961B3ab4Af5F65A1ee4Eed5946DD70F38,,,,,,1,16.027890835792615,1700763725,bafkreig45pztv2z3m5awc4vqgxuuc3mgzpyo2vbogsx3ywoxk2jqptml7u,""
0xE912044048D04a41b863E3d425184a729C77bd12,1,,1,,1,1,0.01364,1700763932,bafkreibpiczznu3t676pod74n7p7x2h2v7uk4sul2nvgtbbachnrzhvlgu,""
0x66DC2CCcd7fa6206617A8bDeE3fB6dc21b848A3a,,,1,,,,328.37367797095857,1700763945,bafkreicojjfpmwcrv53uphaawfiyk6r3arbl4t2dgnpphhm64pylsu3vmy,""
